NTRU Lattice Matrix (46x46)
N = 23, p = 3, q = 31

[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0, 20, 12, 22, 11, 4, 17, 19, 16, 16]
[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0, 20, 12, 22, 11, 4, 17, 19, 16]
[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0, 20, 12, 22, 11, 4, 17, 19]
[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0, 20, 12, 22, 11, 4, 17]
[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0, 20, 12, 22, 11, 4]
[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0, 20, 12, 22, 11]
[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0, 20, 12, 22]
[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 4, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0, 20, 12]
[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 22, 11, 4, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0, 20]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 22, 11, 4, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 22, 11, 4, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10, 2]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 20, 12, 22, 11, 4, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13, 10]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 0, 20, 12, 22, 11, 4, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28, 13]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 2, 0, 20, 12, 22, 11, 4, 17, 19, 16, 16, 19, 28, 12, 27, 7, 5, 26, 0, 7, 28]
